omega_x,omega_y,qx,qy,Mx,My,u0,u1,psi,ind,t,x,y,z,xd,yd,zd
27.0,-27.0,0.0028832850512117147,0.0006741241668350995,-1.1610871212121225,-0.08405681818181847,0.0,0.0,0.06612667441368103,0.0,29.829,0.2940090179443359,0.004968430660665035,0.6411708474159241,0.2999974489212036,-2.086162567138672e-07,0.7778326749801636
19.0,-45.0,0.0028832850512117147,0.0006741241668350995,-1.1654204545454547,-0.11379924242424266,0.0,0.0,0.06612667441368103,0.0,29.833,0.29400725960731505,0.004961831774562597,0.6416222333908081,0.2999974489212036,-2.086162567138672e-07,0.7818105340003967
22.0,-41.0,0.003004929283633828,0.0008122270228341222,-1.2014659090909077,-0.16865530303030313,0.0,0.0,0.06612667441368103,0.0,29.837,0.294005012512207,0.004960993584245443,0.6420034050941468,0.2999974489212036,-2.086162567138672e-07,0.7858305215835572
27.0,-39.0,0.003004929283633828,0.0008122270228341222,-1.2635113636363626,-0.262166666666667,0.0,0.0,0.06612667441368103,0.0,29.841,0.29400486350059507,0.004952072259038686,0.6424544811248779,0.2999974489212036,-2.086162567138672e-07,0.7898947596549988
36.0,-32.0,0.003145994385704398,0.0010360452579334378,-1.2020075757575768,-0.2172575757575757,0.0,0.0,0.06612667441368103,0.0,29.845,0.2940041184425354,0.004950553458184004,0.6428628444671631,0.2999974489212036,-2.086162567138672e-07,0.7940025687217712
42.0,-27.0,0.003145994385704398,0.0010360452579334378,-1.1253863636363661,-0.09695833333333326,0.0,0.0,0.06612667441368103,0.0,29.849,0.2940037250518799,0.004954790603369475,0.6429662942886353,0.2999974489212036,-2.086162567138672e-07,0.7981559753417968
35.0,-31.0,0.003145994385704398,0.0010360452579334378,-1.077325757575761,-0.10419696969697015,0.0,0.0,0.06612667441368103,0.0,29.853,0.2940035998821259,0.004957763385027647,0.6432639241218567,0.2999974489212036,-2.086162567138672e-07,0.8023497581481933
52.0,14.0,0.0033404033165425062,0.0011734223226085305,-1.0976136363636413,-0.09035984848484872,0.0,0.0,0.06612667441368103,0.0,29.857,0.294003963470459,0.004954975470900536,0.6436317682266235,0.2999974489212036,-2.086162567138672e-07,0.8065903782844543
33.0,-4.0,0.0033404033165425062,0.0011734223226085305,-0.9872121212121243,0.007337121212120934,0.0,0.0,0.06612667441368103,0.0,29.861,0.2940054774284363,0.0049487465992569925,0.6440555572509765,0.2999974489212036,-2.086162567138672e-07,0.81087406873703
5.0,-54.0,0.0033404033165425062,0.0011734223226085305,-0.9878030303030328,-0.07647348484848564,0.0,0.0,0.06612667441368103,0.0,29.865,0.2940062046051025,0.004945791605859995,0.6444666028022766,0.2999974489212036,-2.086162567138672e-07,0.815201711654663
-6.0,-59.0,0.0035080227535218,0.0012199567863717675,-1.066196969696972,-0.17855303030303132,0.0,0.0,0.06612667441368103,0.0,29.869,0.2940069317817688,0.004942836612462998,0.6448776483535766,0.2999974489212036,-2.086162567138672e-07,0.819572103023529
2.0,-42.0,0.0035080227535218,0.0012199567863717675,-1.1803901515151523,-0.25975378787878894,0.0,0.0,0.06612667441368103,0.0,29.874,0.2940089821815491,0.004933861177414655,0.6454343557357788,0.2999974489212036,-2.086162567138672e-07,0.8239881157875061
0.0,-36.0,0.003500632243230939,0.0015066079795360565,-1.1374015151515153,-0.23665909090909168,0.0,0.0,0.06612667441368103,0.0,29.877,0.2940110325813293,0.004924885742366314,0.6459910631179809,0.2999974489212036,-2.086162567138672e-07,0.8284481883049011
-19.0,-20.0,0.003500632243230939,0.0015066079795360565,-1.2076704545454562,-0.3041212121212126,0.0,0.0,0.06612667441368103,0.0,29.882,0.2940126538276672,0.004923613741993904,0.6465630292892456,0.2999974489212036,-2.086162567138672e-07,0.8329530596733093
-6.0,-14.0,0.003500632243230939,0.0015066079795360565,-1.2456363636363648,-0.3081590909090913,0.0,0.0,0.06612667441368103,0.0,29.885,0.2940156579017639,0.004911665339022875,0.6471904516220093,0.2999974489212036,-2.086162567138672e-07,0.8375010013580322
34.0,7.0,0.0034459291491657495,0.0016246172599494457,-1.2228371212121203,-0.3557765151515156,0.0,0.0,0.06612667441368103,0.0,29.889,0.2940164566040039,0.004910968989133835,0.6477773189544678,0.2999974489212036,-2.086162567138672e-07,0.8420929312705994
25.0,0.0,0.0034459291491657495,0.0016246172599494457,-1.1680303030303036,-0.30545075757575757,0.0,0.0,0.06612667441368103,0.0,29.894,0.29401918053627013,0.004902983363717794,0.6483245134353638,0.2999974489212036,-2.086162567138672e-07,0.8467283725738526
24.0,14.0,0.0035706479102373123,0.0016203545965254307,-1.1792083333333323,-0.3677424242424244,0.0,0.0,0.06612667441368103,0.0,29.898,0.2940190196037292,0.004907989874482155,0.6488001704216003,0.2999974489212036,-2.086162567138672e-07,0.8514087438583374
12.0,18.0,0.0035706479102373123,0.0016203545965254307,-1.170787878787877,-0.35725378787878836,0.0,0.0,0.06612667441368103,0.0,29.902,0.29402154088020327,0.004902017116546631,0.6493066191673279,0.2999974489212036,-2.086162567138672e-07,0.8561312556266785
18.0,37.0,0.0035706479102373123,0.0016203545965254307,-1.2149090909090887,-0.38034848484848494,0.0,0.0,0.06612667441368103,0.0,29.906,0.29402055144309996,0.0049104132689535614,0.6498208165168762,0.2999974489212036,-2.086162567138672e-07,0.860899555683136
21.0,23.0,0.0036643892526626587,0.001505679334513843,-1.2144659090909073,-0.35095075757575744,0.0,0.0,0.06612667441368103,0.0,29.91,0.2940217673778534,0.004907557368278503,0.6503755688667298,0.2999974489212036,-2.086162567138672e-07,0.8657108902931213
15.0,33.0,0.0036643892526626587,0.001505679334513843,-1.2213106060606038,-0.40610227272727284,0.0,0.0,0.06612667441368103,0.0,29.914,0.2940199911594391,0.004918158799409866,0.650902271270752,0.2999974489212036,-2.086162567138672e-07,0.8705671429634094
13.0,33.0,0.003753216238692403,0.001360747846774757,-1.308617424242422,-0.4215643939393942,0.0,0.0,0.06612667441368103,0.0,29.918,0.2940210998058319,0.004915768094360828,0.6515005111694336,0.2999974489212036,-2.086162567138672e-07,0.8754678845405579
27.0,44.0,0.003753216238692403,0.001360747846774757,-1.3098484848484844,-0.3584356060606062,0.0,0.0,0.06612667441368103,0.0,29.922,0.29401854872703553,0.004824874456971884,0.6520246386528015,0.2999974489212036,-2.086162567138672e-07,0.8804111242294311
22.0,32.0,0.003753216238692403,0.001360747846774757,-1.2960113636363644,-0.21632196969696976,0.0,0.0,0.06612667441368103,0.0,29.926,0.2940195083618164,0.004719611909240484,0.6525410175323486,0.2999974489212036,-2.086162567138672e-07,0.8853983640670776
